,score,anime_id,type,source,episodes,rating,scored_by,members,favorites,studio,genre,duration_min,aired_from_year
1550,402,3262,4,8,2,4,3712,4268,68,141,2510,54,58
1551,274,2021,4,9,1,0,191,847,1,538,1419,43,53
1552,255,1888,5,10,52,0,87,411,2,556,61,56,46
1553,281,2986,3,10,6,5,2119,2929,21,57,128,60,57
1554,248,2960,3,6,1,5,1920,2406,14,393,1951,61,57
1555,187,6581,4,6,1,3,70,195,0,129,1552,34,64
1556,276,4708,5,9,12,3,3396,4527,167,679,254,55,62
1557,358,5958,3,0,1,3,3254,4065,35,147,3006,53,64
1558,126,3334,3,0,1,0,921,1077,3,570,1552,61,58
1559,295,5209,3,13,4,6,1110,1787,22,411,2439,48,62
1560,242,5366,5,9,13,3,2690,3194,25,234,2049,35,63
1561,313,4366,5,2,12,3,4314,5273,739,145,854,55,62
1562,368,1783,0,6,1,3,4654,5351,481,556,270,123,54
1563,425,1810,4,6,1,3,3392,3990,70,583,1001,63,52
1564,283,124,5,13,12,3,1225,2097,8,519,2190,55,51
1565,357,4799,2,13,4,3,3774,4390,130,677,2993,34,61
1566,76,5066,2,9,1,3,162,370,0,240,372,44,51
1567,225,6265,2,10,0,0,8,176,0,136,2989,33,64
1568,427,4510,5,0,12,3,4924,5752,1093,147,1921,55,61
1569,188,6231,5,9,24,3,199,626,0,618,1288,54,64
1570,295,395,3,6,1,2,2810,3368,5,417,136,59,45
1571,167,6138,4,6,1,3,20,147,0,639,2898,103,38
1572,339,1510,5,6,144,3,1389,2242,37,639,1981,56,28
1573,111,4545,0,9,1,0,41,104,0,639,2532,44,8
1574,392,4231,5,6,12,4,4503,5342,739,413,794,55,61
1575,245,4686,4,9,3,0,12,77,0,417,2269,54,49
1576,371,3256,4,9,1,3,4656,5375,230,389,3195,33,57
1577,379,4071,5,13,13,5,4789,5613,910,2,2100,54,61
1578,258,2806,3,13,1,6,1180,1709,12,595,2439,63,56
1579,333,598,4,6,1,3,4244,4903,288,556,265,60,52
1580,352,2053,5,6,26,3,4223,5181,753,242,635,55,55
1581,400,382,0,6,1,3,3923,4525,175,583,1211,129,50
1582,237,645,3,4,2,4,538,858,2,44,617,61,46
1583,454,4144,0,9,1,3,3530,4265,577,37,3166,151,62
1584,293,2180,4,8,1,2,241,535,2,639,1357,97,28
1585,313,5877,4,6,1,3,2497,3184,49,680,375,58,63
1586,287,5833,2,6,12,3,24,165,0,223,1398,46,62
1587,35,5580,4,9,5,0,12,49,0,267,2663,0,58
1588,457,3744,5,9,22,4,4991,5832,1195,417,926,54,59
1589,367,2668,5,6,50,0,437,1383,5,520,2993,33,56
1590,228,6046,5,8,12,3,2538,3771,51,695,2002,53,64
1591,284,402,5,9,12,3,1328,1873,8,628,805,54,52
1592,335,4438,5,1,26,0,1711,3302,54,540,1204,56,61
1593,219,6230,5,4,12,3,1943,3497,87,614,2486,54,64
1594,310,6382,2,9,12,4,2889,3996,65,95,951,55,65
1595,320,2947,3,9,1,3,633,983,0,583,521,80,58
1596,399,4015,0,9,1,3,4430,5263,436,201,1173,104,61
1597,252,2984,5,13,12,4,3692,4570,331,3,1085,55,57
1598,372,5988,0,5,1,3,1475,2321,13,542,3066,79,64
1599,391,2979,5,6,11,3,3629,4729,549,16,3071,54,58
1600,353,4546,5,6,12,3,4712,5504,731,612,1927,55,61
1601,240,877,5,4,25,3,2930,3774,83,202,169,55,48
1602,267,3676,4,0,2,3,1115,1406,0,470,1972,34,59
1603,231,2878,2,9,25,0,926,1628,1,37,2993,35,56
1604,289,3486,3,6,2,5,3214,3903,28,680,577,55,59
1605,357,3657,3,5,2,5,4523,5223,368,606,1562,54,59
1606,157,6496,2,9,1,0,22,35,0,414,2065,34,63
1607,289,3186,5,5,12,5,4087,4941,211,696,2025,56,58
1608,401,6144,5,0,12,3,4716,5551,715,542,1931,43,64
1609,187,4925,5,9,51,3,76,474,0,73,81,55,62
1610,116,4949,5,0,13,0,527,1039,2,196,1552,32,62
1611,201,4135,4,9,1,3,948,1280,2,118,1552,35,60
1612,287,2229,0,9,1,0,296,935,5,538,2299,46,53
1613,391,5187,4,6,1,3,2782,3247,14,639,85,137,62
1614,147,5965,5,9,16,2,26,289,0,494,1794,33,63
1615,263,4316,5,13,12,3,2347,3291,39,612,2424,54,61
1616,244,2645,3,6,1,0,357,542,1,633,3197,55,30
1617,431,2978,5,5,24,4,4771,5660,1069,95,2709,51,58
1618,286,1674,5,5,12,3,2103,2858,31,696,1034,55,54
1619,347,737,5,6,11,4,3631,4393,329,95,979,53,53
1620,294,5335,3,9,4,3,465,1398,10,13,1042,60,63
1621,107,4647,2,9,0,0,14,114,0,136,1552,33,61
1622,445,3755,5,5,24,3,4969,5796,1178,242,1625,54,59
1623,352,4801,0,9,1,3,2072,3126,92,498,3107,129,62
1624,247,3434,4,6,7,0,931,1568,3,461,2491,33,58
1625,311,165,5,9,12,3,4033,4643,166,141,1601,56,50
1626,198,3784,0,6,1,3,63,236,0,556,2797,81,34
1627,224,5052,3,13,2,6,712,1295,4,411,2439,61,62
1628,312,898,5,9,26,2,1304,1937,28,13,965,53,44
1629,221,2907,5,9,50,2,43,221,0,556,210,61,37
1630,77,4840,3,9,1,1,9,588,2,106,1850,39,61
1631,239,3380,3,4,3,1,89,882,5,357,2802,60,58
1632,247,5367,3,6,1,6,960,1390,9,501,2455,48,62
1633,218,2490,0,8,1,0,303,672,2,242,1448,121,39
1634,436,2071,5,9,12,5,3563,4797,889,306,1504,55,55
1635,287,4735,4,5,1,3,1036,1721,8,491,2818,37,57
1636,280,1707,5,6,51,0,806,1043,12,680,1549,56,45
1637,270,2681,4,6,3,3,947,1433,3,57,1998,39,53
1638,163,3921,4,8,1,0,35,131,0,342,1465,86,11
1639,356,630,0,6,1,3,2669,3084,43,417,1150,96,52
1640,349,4304,3,6,2,6,1932,2630,98,373,2461,62,60
1641,292,6115,4,9,3,3,915,1582,7,472,515,45,64
1642,324,2019,5,9,52,2,411,731,16,353,1486,55,48
1643,269,1949,5,9,48,0,177,607,3,583,795,55,37
1644,274,3759,0,4,1,2,1275,1842,2,358,1259,51,59
1645,366,2733,5,13,12,4,4204,5091,846,519,705,54,57
1646,89,5272,5,9,13,3,1609,2607,16,263,1907,34,63
1647,239,3160,5,6,12,3,3808,4544,53,696,2395,54,58
1648,225,931,3,9,1,3,879,1335,1,648,1701,56,50
1649,368,2038,5,8,12,3,3346,4290,321,417,808,54,55
1650,263,1972,5,6,87,5,98,813,3,556,1710,56,28
1651,295,4757,4,9,1,3,1223,1801,1,389,3105,42,61
1652,340,1832,5,6,23,3,1236,1986,4,519,416,55,54
1653,403,2708,3,9,1,4,2817,3811,101,583,780,147,56
1654,447,24,0,6,1,5,4872,5686,1100,417,1074,113,42
1655,422,4788,5,5,12,4,4652,5478,482,489,906,55,62
1656,268,4063,2,6,10,3,2502,3099,22,381,2989,36,60
1657,140,3881,2,6,5,3,214,411,0,136,1986,33,59
1658,356,4525,3,6,1,3,3514,4088,24,103,2355,55,61
1659,165,5572,4,8,2,0,19,71,0,353,2105,54,34
1660,208,5134,5,6,12,3,485,1077,2,44,1889,54,62
1661,296,2466,0,4,1,2,3106,3563,11,358,1728,52,45
1662,311,6277,3,9,1,6,1124,1655,58,260,2455,53,64
1663,125,6351,2,9,10,0,8,65,0,368,1552,34,64
1664,459,481,0,6,1,3,4731,5456,914,541,1398,148,31
1665,278,1752,5,9,50,0,294,783,5,436,1474,55,39
1666,263,3123,3,9,1,3,1601,1936,2,583,1912,56,57
1667,158,4088,2,9,12,4,1592,2011,2,659,412,8,59
1668,286,1407,3,6,2,3,1120,1510,6,182,384,54,38
1669,261,632,3,6,1,5,3343,3880,106,668,2811,80,52
1670,137,2253,3,6,1,6,423,820,4,214,2439,61,48
1671,346,2272,5,6,13,4,3901,4873,206,194,713,55,55
1672,287,1108,3,4,3,3,938,1323,9,103,2591,59,52
1673,371,1158,5,6,20,5,1176,1863,24,255,1645,56,48
1674,330,1911,4,9,1,0,1482,1867,1,709,1958,55,54
1675,312,3494,5,10,8,3,4747,5577,851,384,544,54,59
1676,460,6289,5,6,12,3,4252,5214,954,377,882,55,64
1677,250,1296,5,4,26,2,179,509,5,680,1260,46,53
1678,346,1798,5,13,13,3,4475,5249,578,147,2170,56,54
1679,192,6413,1,7,1,0,132,263,0,618,2627,36,64
1680,271,1185,5,6,25,3,1301,2488,30,639,1081,56,20
1681,361,4391,4,9,1,0,978,1478,1,612,1648,55,61
1682,453,5952,1,7,1,0,4682,5356,831,3,2933,37,63
1683,279,5229,5,13,12,3,2702,4246,161,301,2603,54,64
1684,336,3234,0,6,1,3,3022,3688,44,327,2393,100,58
1685,266,2442,3,6,6,5,151,587,1,158,1711,82,39
1686,362,3097,4,6,1,0,1457,1934,4,3,2002,55,57
1687,258,5802,0,6,1,2,610,1176,1,360,976,151,63
1688,397,5902,0,6,1,5,1670,2729,27,628,26,84,64
1689,152,3524,0,6,1,3,168,444,0,639,351,61,37
1690,354,475,0,9,1,3,3757,4359,121,504,827,157,51
1691,295,921,5,6,13,3,3319,4013,43,141,1584,55,53
1692,225,5404,5,2,12,5,2580,3894,60,491,1473,54,63
1693,230,3484,3,13,4,6,1343,2034,45,411,2439,61,58
1694,330,5254,5,0,12,3,3054,4129,90,147,3037,55,63
1695,81,5766,2,9,3,0,46,92,0,136,1552,34,56
1696,263,3690,4,5,1,3,940,1652,2,696,1651,34,59
1697,334,2500,5,9,9,3,2879,3806,101,283,1164,55,56
1698,352,2812,0,14,1,3,3616,4204,296,519,1780,111,57
1699,289,6134,5,6,0,3,1913,3161,114,534,597,55,64
1700,293,4059,4,13,2,3,1278,1844,1,147,2170,34,55
1701,321,4156,3,6,1,3,2890,3522,21,306,1804,53,60
1702,285,4285,0,4,1,4,3049,3764,52,202,477,120,60
1703,324,2938,5,1,64,0,778,1284,13,342,1280,56,16
1704,298,4338,4,5,1,3,2060,2868,10,461,156,89,60
1705,275,3383,5,5,12,5,3783,4636,76,32,1668,55,58
1706,302,4459,4,6,1,3,1407,2066,3,639,87,74,39
1707,327,1894,5,6,98,0,746,1106,7,353,1535,55,27
1708,304,1899,5,8,49,0,362,848,5,353,1377,56,31
1709,294,3224,5,13,12,5,3594,4579,144,357,1580,55,58
1710,313,423,0,6,1,3,3477,4063,29,639,51,81,33
1711,294,560,5,9,12,3,2368,3279,69,221,2127,54,51
1712,271,1174,3,13,2,6,1522,2025,28,37,2439,61,50
1713,273,2797,5,6,30,3,91,428,1,618,272,54,31
1714,379,6615,0,9,1,0,6,340,0,298,1251,136,65
1715,269,932,4,6,5,5,1511,1840,2,556,2226,32,52
1716,412,2972,4,5,2,4,4457,5154,184,103,451,54,57
1717,414,1479,5,6,24,3,3056,4209,608,649,536,55,54
1718,290,4211,5,6,12,4,4547,5384,614,145,948,54,61
1719,333,2060,5,9,25,3,1334,1891,35,623,773,54,30
1720,231,644,5,6,13,4,2348,3484,55,408,2206,55,50
1721,200,6415,0,6,1,1,17,666,0,143,1083,0,65
1722,308,3247,3,6,1,3,2908,3401,14,639,2874,61,57
1723,201,6229,5,14,12,3,1761,3480,34,483,1744,54,64
1724,231,2833,3,13,2,6,535,1083,3,689,2439,61,57
1725,240,4915,3,5,1,3,1707,2587,9,696,3063,60,63
1726,299,3624,5,13,13,3,3782,4694,331,519,2326,55,59
1727,397,618,5,6,39,3,1864,3128,334,633,2778,56,38
1728,115,2473,3,6,1,6,146,415,1,370,2439,60,48
1729,293,4796,4,9,1,5,1317,1792,6,306,760,34,50
1730,328,5916,1,9,1,3,1265,1579,13,274,1061,35,63
1731,284,6074,3,13,1,6,578,1238,9,470,2439,57,64
1732,272,36,5,4,26,4,1909,2750,16,87,145,53,46
1733,403,6157,0,6,1,1,460,3565,81,95,403,0,65
1734,169,4475,5,9,24,3,745,2216,7,628,2266,42,61
1735,184,5661,3,13,4,6,996,1508,19,593,2439,47,63
1736,201,4547,4,6,1,3,348,851,0,470,3013,36,61
1737,301,4751,4,6,1,4,2421,3233,32,677,133,73,61
1738,153,4728,2,4,1,3,497,759,2,659,2265,32,61
1739,194,2375,0,9,1,3,753,1343,8,639,1171,119,33
1740,303,4566,5,6,12,3,3458,4305,48,242,1825,55,61
1741,333,933,5,9,70,0,394,843,15,639,1487,56,25
1742,352,3743,5,13,22,3,4290,5218,448,417,2943,54,59
1743,34,6486,2,10,13,0,23,43,0,700,2522,19,61
1744,379,1996,4,5,1,3,3031,3642,16,11,1429,45,52
1745,134,3050,5,0,25,0,32,166,0,297,1998,56,39
1746,221,4070,5,9,13,0,618,1185,1,396,2018,34,60
1747,357,5365,0,8,1,3,1675,2806,12,283,2651,134,63
1748,405,1016,5,8,40,0,1679,2252,77,353,1785,54,37
1749,259,4385,5,9,25,3,3332,4364,71,95,785,55,61
1750,182,5692,1,7,1,3,134,187,0,417,2627,35,63
1751,348,4011,3,6,1,3,3364,4028,25,696,2804,54,60
1752,291,4776,3,0,1,3,601,1099,3,542,1960,55,62
1753,325,1490,0,9,1,3,797,1576,5,204,798,115,54
1754,311,5345,4,0,1,3,1644,1940,3,351,1998,39,62
1755,241,384,3,9,1,5,2532,3162,24,87,1724,57,50
1756,298,1818,5,6,25,3,1035,2201,13,519,2742,54,54
1757,404,4899,5,9,13,3,4968,5790,1125,389,2199,55,62
1758,237,5892,4,9,2,0,8,58,0,70,2522,39,56
1759,422,2639,4,6,4,3,4125,4908,167,95,2595,46,56
1760,358,5799,0,6,1,2,263,533,3,479,1301,132,64
1761,230,2722,5,6,26,2,39,232,0,342,1552,56,20
1762,372,3403,0,9,1,3,3053,3566,16,95,1169,79,58
1763,319,4939,3,13,1,6,1461,2052,61,373,2439,62,62
1764,297,6209,3,9,1,3,843,1630,11,515,3022,87,64
1765,354,63,3,9,13,3,3072,3610,186,583,2614,61,38
1766,407,4496,3,6,1,3,3511,4154,113,612,1991,94,62
1767,134,1529,3,4,1,4,1251,1514,1,398,1046,86,47
1768,334,527,3,9,6,3,1382,1892,18,435,1735,59,43
1769,327,1658,5,1,49,0,1016,1420,15,353,1377,56,27
1770,205,1493,3,13,2,6,836,1302,11,57,144,58,49
1771,245,6621,5,6,0,3,1366,2952,6,154,1998,34,65
1772,278,4836,4,4,1,0,1296,1543,7,474,589,33,61
1773,302,226,5,4,12,3,1979,2716,22,242,2135,54,50
1774,366,1298,5,8,26,0,859,1567,9,597,2472,56,54
1775,311,1844,4,6,1,3,953,1433,0,597,226,123,54
1776,385,963,5,1,19,3,3705,4607,509,556,2717,55,47
1777,282,150,5,6,26,3,2573,3394,36,556,240,56,49
1778,258,3559,5,10,12,5,2636,3705,43,57,128,55,59
1779,269,218,5,6,13,5,4220,5031,364,242,2263,55,50
1780,223,2133,3,9,2,6,621,993,8,663,2439,61,49
1781,3,2520,3,9,10,5,873,1206,19,417,311,34,56
1782,248,1441,0,6,1,3,570,1013,1,13,2846,90,39
1783,320,2184,4,6,1,3,1817,2363,9,306,368,54,55
1784,346,4008,2,9,13,4,3886,4500,553,659,919,34,59
1785,422,725,5,13,26,4,4921,5764,1169,519,2704,55,53
1786,296,3677,5,9,52,2,384,1014,15,515,2312,55,59
1787,400,4922,3,13,4,6,2488,3209,322,126,2439,61,62
1788,404,4465,5,6,60,3,3949,4703,398,639,44,54,61
1789,341,851,0,4,1,2,3948,4453,76,358,1223,105,49
1790,271,1173,3,13,3,6,1735,2244,30,372,2439,61,48
1791,249,5025,4,4,8,3,156,641,0,612,1952,12,62
1792,449,3546,5,6,25,3,4958,5776,1166,417,1970,55,59
1793,150,6090,4,9,1,3,1490,2103,5,614,2989,35,64
1794,259,6103,2,4,1,0,392,967,1,137,589,35,63
1795,302,4881,3,13,1,6,832,1391,24,373,2439,58,62
1796,230,4975,4,5,1,0,1788,2627,1,276,2265,32,61
1797,362,4783,5,6,12,3,4844,5625,690,474,1770,55,62
1798,341,1918,5,13,13,5,4046,4828,206,11,1666,56,55
1799,371,3052,5,5,12,4,4915,5732,947,519,315,55,58
1800,226,4170,5,9,92,0,21,100,0,635,1257,56,57
1801,344,331,5,6,26,3,4041,4830,504,515,3157,54,52
1802,259,2255,5,9,50,3,88,260,1,650,960,56,38
1803,232,3757,4,6,1,1,25,139,0,556,1651,56,46
1804,287,3761,3,6,1,0,2560,3027,21,276,2811,49,59
1805,396,3489,4,0,2,3,1988,2498,7,474,3039,55,58
1806,358,1961,5,5,12,3,3827,4677,219,103,1608,56,55
1807,391,3873,5,5,10,3,4846,5662,964,145,355,54,60
1808,283,2432,3,13,1,5,1882,2373,4,147,1663,61,56
1809,400,463,5,9,54,2,4809,5558,993,639,38,55,46
1810,354,79,5,13,12,3,4724,5521,916,283,3139,55,52
1811,269,6036,5,6,12,5,3301,4298,79,223,1751,54,64
1812,304,1085,5,6,13,3,2333,2970,113,515,1309,56,53
1813,419,3536,5,6,13,3,3744,4438,296,242,1624,55,59
1814,271,2157,5,9,50,0,174,375,1,618,197,56,23
1815,403,4989,5,6,12,5,4912,5728,984,242,1697,55,62
1816,231,2746,3,0,1,3,494,773,1,239,1552,59,56
1817,153,4775,5,7,10,0,153,323,0,276,1807,36,61
1818,223,6232,2,9,2,3,424,1409,5,127,2834,47,64
1819,348,960,4,6,1,3,2589,3163,16,639,1835,46,42
1820,299,345,3,6,6,5,2906,3570,116,13,28,57,39
1821,271,3322,3,9,1,0,506,1182,0,461,1998,33,58
1822,374,5326,5,6,8,3,4121,4845,131,290,192,55,63
1823,357,2308,5,6,13,3,4802,5562,959,519,2755,55,55
1824,399,59,5,9,43,3,3804,4654,755,583,1135,56,26
1825,306,2003,5,9,13,3,793,1502,2,417,1413,51,55
1826,330,1602,0,6,1,5,1286,1782,26,597,247,130,29
1827,302,88,5,9,52,2,1823,2465,35,353,2841,56,46
1828,296,5744,5,9,12,4,4101,5124,229,44,691,56,63
1829,477,3537,5,8,12,4,4966,5780,1135,709,1190,55,59
1830,365,3258,3,6,1,3,3161,3794,79,556,444,37,57
1831,162,5562,4,0,4,2,135,201,0,264,1552,12,58
1832,253,5473,4,4,6,3,369,986,5,232,1552,47,60
1833,327,4452,5,5,12,4,4531,5316,502,145,599,55,62
1834,391,736,5,6,115,0,1399,2033,62,353,2000,54,37
1835,306,6520,0,6,1,0,85,697,0,133,3142,56,59
1836,253,1215,5,6,13,3,234,591,1,668,831,55,50
1837,235,2257,0,10,1,0,752,1196,4,639,1413,109,5
1838,373,6191,5,5,12,4,3864,4911,379,295,252,54,64
1839,303,1672,5,9,54,3,450,1319,12,583,989,55,31
1840,338,1663,3,9,1,3,841,1134,2,583,521,85,32
1841,387,970,5,6,136,3,2156,3970,452,565,955,56,28
1842,346,3169,3,6,7,4,310,1041,12,639,1959,81,37
1843,343,4841,5,0,12,3,4012,4949,297,433,3052,55,62
1844,378,2854,5,6,26,3,3560,4254,286,519,3159,55,57
1845,337,1914,0,9,1,3,711,1495,4,204,798,121,54
1846,269,4224,5,5,13,3,4200,5015,162,230,1768,55,61
1847,347,2732,3,13,2,6,3267,3911,410,411,2439,61,56
1848,249,3140,5,6,30,0,30,139,0,479,1954,55,44
1849,321,5507,4,6,12,3,1756,2553,16,470,1994,27,62
1850,363,1998,4,5,7,2,1715,2138,5,519,2174,32,51
1851,282,863,5,9,26,4,1512,2538,68,583,234,55,46
1852,318,4916,4,5,1,3,4010,4585,39,3,2395,54,62
1853,265,6223,2,0,10,0,458,1104,6,490,2993,34,64
1854,296,4021,3,13,1,3,1182,1938,9,519,1752,42,60
1855,293,6153,5,6,12,3,4388,5312,503,290,2170,55,64
1856,290,4703,0,4,1,2,2432,2889,33,358,1467,109,62
1857,433,1272,5,8,26,3,4241,5234,886,417,181,56,54
1858,285,2703,4,8,1,4,1485,1880,0,306,2746,47,56
1859,267,718,4,9,1,3,1205,1572,1,287,1831,58,50
1860,381,2670,0,5,1,4,2948,3815,55,709,902,92,56
1861,39,4561,0,9,1,2,489,679,0,503,2041,32,44
1862,356,3852,5,9,131,2,2013,3502,472,585,2654,55,59
1863,390,3838,5,9,13,3,3068,3675,296,461,2656,54,60
1864,378,5544,2,9,12,4,3885,4792,413,417,898,54,65
1865,348,6497,5,9,0,0,523,1686,18,639,612,55,65
1866,297,1659,5,8,26,0,1075,1289,5,353,1454,56,31
1867,334,528,4,6,1,5,1973,2396,4,189,2250,54,50
1868,361,1025,5,9,37,2,773,1494,40,583,1520,55,38
1869,311,5905,0,9,1,2,82,972,9,618,2676,0,64
1870,196,2122,4,9,8,0,286,468,0,306,1842,35,52
1871,130,5547,5,8,13,3,163,1015,2,136,2679,35,64
1872,243,3872,5,14,12,0,1883,2474,22,455,3009,35,59
1873,360,4698,5,9,25,4,4171,5069,648,583,1056,54,61
1874,182,2042,3,6,1,5,1089,1617,14,13,720,90,34
1875,376,6514,3,13,0,6,429,1056,12,470,2439,0,65
1876,240,604,3,9,4,3,664,1167,4,556,2218,61,46
1877,324,5339,5,9,50,0,975,1978,38,639,1130,55,63
1878,356,2541,3,6,4,6,1928,2701,155,406,2439,61,56
1879,385,4599,5,6,12,4,4837,5719,997,95,450,57,62
1880,331,1123,5,4,134,2,4272,4917,295,358,60,55,49
1881,246,4991,4,9,3,3,323,933,5,95,1984,37,61
1882,354,707,3,6,3,3,3708,4361,100,95,2270,38,53
1883,355,2515,5,6,33,4,1051,1400,10,639,1142,55,28
1884,457,23,5,6,25,5,4813,5652,1150,358,97,56,44
1885,348,2280,3,9,6,4,608,1382,36,556,2891,61,36
1886,304,502,3,6,1,3,2017,2485,2,306,2754,53,48
1887,275,3094,5,4,78,2,3529,4251,144,358,38,53,57
1888,281,257,3,9,4,3,3041,3699,37,87,2366,64,49
1889,490,4619,5,6,10,3,4206,5138,543,60,1412,54,61
1890,314,4343,3,13,0,1,70,2033,11,48,2265,61,63
1891,256,1186,3,6,1,3,541,912,1,597,2201,88,34
1892,316,4086,5,13,12,3,3771,4661,131,230,2430,54,61
1893,258,4998,5,9,8,3,398,1276,3,295,1869,36,62
1894,384,315,0,6,1,2,4078,4665,646,306,1595,112,46
1895,303,4914,4,9,1,4,1602,2515,8,7,1056,79,62
1896,382,3513,0,8,1,4,3105,3729,28,95,2751,79,58
1897,355,2563,4,13,24,3,3001,3925,127,519,1874,32,54
1898,358,2918,0,9,1,0,2154,3025,35,3,1533,165,57
1899,383,2464,5,4,26,3,4055,4955,491,3,822,55,56
1900,421,4039,5,8,25,3,4959,5797,1095,461,640,56,60
1901,353,6310,5,9,12,3,4179,5225,489,405,3071,54,64
1902,311,2816,4,5,4,3,2650,3349,7,242,1874,38,56
1903,225,2101,3,6,1,3,683,998,3,556,1985,79,33
1904,316,2088,5,9,50,0,429,771,5,639,2312,61,31
1905,202,5124,0,9,1,1,90,445,0,490,2265,55,63
1906,288,317,3,6,6,3,1596,2165,19,528,2842,59,39
1907,341,2486,5,6,56,3,724,1243,12,639,795,56,21
1908,339,2553,5,5,12,3,3820,4400,86,145,1695,55,56
1909,357,885,3,5,3,3,2455,2978,18,242,1344,60,43
1910,334,4334,0,9,1,3,2726,3202,15,621,2146,83,61
1911,229,6553,2,9,1,0,621,1038,3,455,923,71,64
1912,275,1205,5,9,26,3,1978,3195,30,583,393,54,54
1913,243,1291,3,9,1,3,2692,3363,24,202,846,39,54
1914,182,6372,5,9,12,3,1841,2998,12,491,3151,54,64
1915,427,186,5,6,122,3,4956,5762,1117,639,1270,55,33
1916,316,145,5,13,12,4,4238,5064,478,242,714,55,50
1917,372,230,5,6,13,4,4916,5736,1037,202,725,54,48
1918,341,1573,0,6,1,3,3100,3629,26,639,1754,37,48
1919,369,833,0,9,1,3,2703,3333,100,428,2608,130,36
1920,322,5131,3,0,2,3,1370,1860,3,701,3044,55,62
1921,349,1731,0,9,1,2,1993,2609,36,592,2905,116,54
1922,210,3139,3,4,3,3,98,362,0,103,2580,61,53
1923,268,1960,5,9,39,1,98,394,4,668,1204,56,49
1924,230,3967,3,10,4,5,1362,2226,5,57,128,55,60
1925,266,1932,4,6,1,3,140,379,0,639,440,103,31
1926,164,5992,5,6,12,5,3646,4692,160,129,2185,40,64
1927,260,6081,2,14,20,3,824,2417,22,72,641,44,64
1928,367,2489,5,6,25,3,3718,4617,572,209,2374,55,56
1929,63,5112,5,9,6,0,36,163,0,435,1552,36,62
1930,312,3997,0,4,1,2,1352,1854,3,358,1256,52,60
1931,342,4099,1,7,1,0,2272,2646,38,2,2316,36,60
1932,304,3758,3,13,2,6,1375,2098,20,411,2439,61,59
1933,300,844,3,9,1,3,1346,1955,3,202,29,109,48
1934,185,3184,3,6,1,5,2480,3087,33,18,1703,55,58
1935,399,4347,0,9,1,4,4403,5250,369,417,821,144,62
1936,37,5431,0,14,1,0,8,77,0,264,1552,0,62
1937,272,2193,5,8,26,0,186,443,0,639,3087,54,28
1938,306,2899,4,6,2,3,3109,3838,22,242,1552,39,57
1939,280,4706,0,4,1,2,301,710,3,618,2657,121,62
1940,152,6569,5,6,12,5,1804,3655,30,131,1718,34,65
1941,228,6406,1,7,1,0,75,93,1,338,2627,36,57
1942,310,3703,3,13,2,6,1310,1918,21,411,2439,61,59
1943,371,1587,5,5,26,3,1853,2532,98,656,1264,54,46
1944,279,2241,4,6,11,3,1560,2452,15,202,1215,34,51
1945,189,6410,1,9,1,0,47,47,0,338,2627,36,62
1946,380,4620,5,5,12,5,4887,5673,933,606,284,55,62
1947,362,4031,0,9,1,0,3523,4137,69,123,2213,37,60
1948,395,130,5,6,63,3,4735,5519,936,680,92,54,48
1949,302,2523,0,9,1,0,75,338,0,417,2477,105,37
1950,84,5257,5,9,26,3,1414,2357,2,289,1552,34,62
1951,289,2808,5,6,97,0,185,597,1,639,2018,56,32
1952,352,4863,3,6,1,3,1488,2086,5,639,171,46,54
1953,311,1622,5,6,26,5,278,682,13,353,1208,56,50
1954,316,6551,3,13,0,6,346,889,8,595,2439,0,65
1955,351,3867,5,5,12,3,4806,5606,781,242,2407,55,60
1956,403,6220,5,6,12,3,3411,4392,349,103,1966,54,65
1957,214,2073,3,13,2,6,725,1165,5,546,2439,61,53
1958,273,4339,2,5,5,3,2915,3558,14,283,1552,39,60
1959,309,472,5,4,25,3,1987,2863,40,306,1486,51,47
1960,220,6533,5,9,12,2,380,932,4,500,1723,39,65
1961,143,3641,3,6,1,3,509,659,1,594,2207,45,59
1962,412,5184,5,9,25,4,4193,4994,710,583,530,55,62
1963,347,3555,5,8,34,3,133,450,4,495,684,53,57
1964,343,683,0,6,1,3,2568,3114,25,556,282,125,41
1965,332,4359,5,13,13,3,3063,4029,220,3,1764,55,62
1966,311,1113,3,6,4,3,1069,1673,8,358,985,62,45
1967,361,56,5,9,13,3,3860,4741,639,471,302,56,51
1968,273,1769,4,4,1,2,2115,2578,4,358,1398,51,53
1969,103,4626,2,9,0,0,9,97,0,264,2993,33,60
1970,344,3392,0,9,1,5,3671,4358,112,417,724,141,59
1971,359,3230,5,6,12,0,3334,4235,135,461,3092,54,58
1972,358,1270,0,6,1,3,1517,2046,5,306,2115,117,33
1973,347,1015,5,6,26,3,2302,3001,141,358,1519,54,52
1974,327,4317,5,9,12,3,3991,4935,249,3,334,55,61
1975,303,1350,5,6,12,5,3742,4433,120,57,1160,55,54
1976,354,482,5,9,25,3,2728,3397,149,547,20,56,43
1977,238,2862,2,13,26,3,2937,4170,149,519,2434,42,57
1978,421,4953,4,6,3,0,2033,2913,76,612,2331,52,62
1979,229,6176,4,6,1,4,1397,1967,8,337,97,55,64
1980,353,5789,0,6,1,3,3755,4603,174,472,660,86,64
1981,466,5324,0,6,1,4,3333,4549,467,3,360,131,64
1982,156,6469,4,13,1,3,2695,3047,5,11,1163,54,64
1983,386,46,5,6,12,3,4180,4839,414,357,301,55,52
1984,182,5423,2,9,6,0,55,313,0,174,2989,12,62
